query,category
"From Natures own backyard - the untouched valleys of Mahableshwar / Panchgani - Emazing introduces PURE BERRYS - the world famous brand in Natural Fruit Crushes and Syrups. Pure Berrys Products are 100% Pure Vegetarain and made from using negligible to zero chemicals ensuring the correct balance of taste and quality.THIS IS MADE FROM NATURAL AND REAL FRUIT EXTRACTS / CRUSHES !! Available in a variety of falvors / fruits its a challange that you wont stop at having just ONE. Mix it with milk , water , soda or have it as a topping over a scoop of ice cream.Please see our other listings for all the other falvors.",Grocery & Gourmet Foods
"Goodricke’s Roasted is the perfect blend of the finesse of Darjeeling, a robust flavor and a rich, malty taste, enjoyed either with milk or as a bright golden liquor. Its delightful yet distinctive aroma makes it a blend that cannot be mistaken for another. Crafted for the true tea connoisseur, who enjoys nothing but the best, Goodricke’s Roasted is the perfect partner to the quintessential Bengali “adda”",Grocery & Gourmet Foods
"Today'S Looking In Mint Conditioncould This Be Your Ticket Through Today?First, The Perkiest Fairly-Traded Egyptian Spearmint, As Fresh As The Wind Whistling Through Your Hair. Then, A Surge Of Smooth Sencha Green Whole Leaf, As Invigorating As A Morning Mountain Walk.Cool, Crisp, Alive. Have A Great Day.Sebastian Polemaster Herbsmithgood News For A Refreshing Leg-Up Into The Cool Of Your Day. 1% For The Planet, Organic, Kosher",Grocery & Gourmet Foods
Delicious Handcrafted Dark chocolate coated Roasted Almond nuggets ! Perfect for Festive Gifting.,Grocery & Gourmet Foods
"NO NEED TO ADD EVEN GINGER,GARLIC,RED CHILLI,SALT OR ANY OTHER SPICES.",Grocery & Gourmet Foods
"This Chocolate Gift Box contains delectable assorted Chocolates. Filled with roasted almonds, fruit & nuts and butter scotch, they will tempt and delight the taste buds. These are packed in a beautiful wooden box especially designed for an elegant presentation. The sturdy box can be reused. The best gift for Holi. Lots of options for box design & chocolate design. ChocoCraft is the manufacturer of customised chocolates specialise in making printed chocolates. We offer gifting solutions for corporates and personal occasions.",Grocery & Gourmet Foods
"Green Tea with Rose, Hibiscus and licorice",Grocery & Gourmet Foods
"This Chocolate Gift Box contains delectable assorted Chocolates. Filled with roasted almonds, fruit & nuts and butter scotch, they will tempt and delight the taste buds. These are packed in a beautiful wooden box especially designed for an elegant presentation. The sturdy box can be reused. The best gift to Congratulate someone. Lots of options for box design & chocolate design. ChocoCraft is the manufacturer of customised chocolates specialise in making printed chocolates. We offer gifting solutions for corporates and personal occasions.",Grocery & Gourmet Foods
By Sri Satymev.,Grocery & Gourmet Foods
"44 Shades of super intense colors to choose from. Easy to use and knead. Excellent Color Mixing. Just add a little bit of powder to fondant for brilliants and super brilliant shades. Other user: Ice-cream, Sweets/Mithai, Sorbet/Softdrinks, Ice-gola, Mockt????????????????????????????????????????????????????????????????",Grocery & Gourmet Foods
"It is energy bar, Pack of 4 bars with individual bar packaged in a 3 layered pouch packing.It has Orange Flavour .It is mix of Jowar, Bajara, Ragi, Sesame, Jaggery, Pure cow ghee All ingredients are available locally... Easy to carry. Can be eaten as a healthy snack,anytime anywhere.",Grocery & Gourmet Foods
"Bogatchi valentine's day gift combo- valentine chocolates with card, valentine chocolates with teddy, valentine chocolates gift hamper, valentine gift for her, valentine gift for him. Colour of the teddy soft toy (if shown) may change depending upon availability. Size of the teddy (if shown) is 5 inches (approx.). Size of fur heart (if shown) is 4.5 inches x 3.5 inches. Rose (if shown) is not natural. Size of card is 3 inches x 5 inches",Grocery & Gourmet Foods
"A promise of love, affection, goodwill, and care. Especially care! Following this train of thought to celebrate the evergreen spirit of Raksha Bandhan.Great gift sets ranging from utility to home decor for Brother alone. Neatly packed Rakhis with an endearing Rakhi card.High quality materials and a handmade expertise when crafting our rakhis. An ideal gift that any brother will remember fondly for years to come when he keeps it by his desk or journal.",Grocery & Gourmet Foods
"This Chocolate Gift Box contains delectable assorted Chocolates. Filled with roasted almonds, fruit & nuts and butter scotch, they will tempt and delight the taste buds. These are packed in a beautiful wooden box especially designed for an elegant presentation. The sturdy box can be reused. The best gift for Karvachauth. Lots of options for box design & chocolate design. ChocoCraft is the manufacturer of customised chocolates specialise in making printed chocolates. We offer gifting solutions for corporates and personal occasions.",Grocery & Gourmet Foods
"This Chocolate Gift Box contains delectable assorted Chocolates. Filled with roasted almonds, fruit & nuts and butter scotch, they will tempt and delight the taste buds. These are packed in a beautiful wooden box especially designed for an elegant presentation. The sturdy box can be reused. The best gift for Christmas. Lots of options for box design & chocolate design. ChocoCraft is the manufacturer of customised chocolates specialise in making printed chocolates. We offer gifting solutions for corporates and personal occasions.",Grocery & Gourmet Foods
A Pyramid shaped tea bags contains handpicked long cut high grown teas which are aromatic and flavoury when brewed.,Grocery & Gourmet Foods
"Flavor:Caramel At Davinci Gourmet, Flavor Is What We Do Best. For More Than A Decade We Have Been Making Your Coffee More Flavorful, Making Your Mochas Creamier, Sweetening Your Favorite Desserts And Tempting You With Our Gourmet Confections. We Never Stop Looking For New Ways To Expand Your Flavor Experience. Our Family Of Delectable Gourmet Products Lets You Experience How Flavorful Life Can Be. This Item Is Suitable For Use By Restaurants, Professional Chefs Or Industrial Foodservice Facilities",Grocery & Gourmet Foods
"Bogatchi personalized gift photo chocolate, chocoframe, chocolate photo frames, chocolate photo plaque (edible), wt.- 80g, sz. - (15cm x 7cm) special chocolates. Luxurious, delicious dark chocolates, real treat for true chocolate lovers. Bogatchi chocolates are made up of fine quality cocoa power and rich cocoa butter. Photo and text printed on the chocolate is with edible colours which are fit for consumption.",Grocery & Gourmet Foods
"3G Net Carbs. See Back For Calories And Carb Facts. Carb Facts Per Serving: Total Carb (6G) - Total Fiber (These Fiber Carbs Are Calorie Free. If You Are Counting Carbs, Remember To Count Calories Too.)(3G) = Net Carbs (3G)",Grocery & Gourmet Foods
